index,start_expression,end_expression,result,best_expr,class,iterations,egraph_size,rebuilds,total_time,stop_reason,condition
1,( == ( + ( * v0 39 ) ( + ( * v1 64 ) v2 ) ) ( + ( * v0 39 ) ( + ( * v1 64 ) v2 ) ) ),1/0,true,1,-1,1,19,0,0.00017975,Goal 1 Matched,
2,( == ( min ( + ( * ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) 2 ) 26 ) v2 ) ( min ( + ( * ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) 2 ) 26 ) v2 ) ),1/0,true,1,-1,1,38,0,0.00012639,Goal 1 Matched,
3,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( * ( + ( * v0 2 ) v1 ) 4 ) 0 ) 5 ) ( - ( + ( * ( + ( * v0 2 ) v1 ) 4 ) 0 ) 5 ) ) ) ( >= ( - ( + ( * ( + ( * v0 2 ) v1 ) 4 ) 3 ) 5 ) ( - ( + ( * ( + ( * v0 2 ) v1 ) 4 ) ( - ( + 4 0 ) 1 ) ) 5 ) ) ) ( <= ( - ( + ( * ( + ( * v2 2 ) v3 ) 4 ) v4 ) 5 ) ( - ( + ( * ( + ( * v2 2 ) v3 ) 4 ) v4 ) 5 ) ) ) ( >= ( - ( + ( * ( + ( * v2 2 ) v3 ) 4 ) v4 ) 5 ) ( - ( + ( * ( + ( * v2 2 ) v3 ) 4 ) v4 ) 5 ) ) ) ( <= ( * v5 69 ) ( + ( * v5 69 ) 0 ) ) ) ( >= ( + ( * v5 69 ) 68 ) ( + ( * v5 69 ) ( - ( + 69 0 ) 1 ) ) ) ),1/0,true,1,-1,2,94,14,0.00042458100000000005,Goal 1 Matched,
4,( == ( - v0 ( * v1 2 ) ) ( - v0 ( * v1 2 ) ) ),1/0,true,1,-1,1,12,0,0.000067571,Goal 1 Matched,
5,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( * v0 2 ) v1 ) ( + ( * v0 2 ) v1 ) ) ) ( >= ( + ( * v0 2 ) v1 ) ( + ( * v0 2 ) v1 ) ) ) ( <= ( - ( + ( * ( + ( * 0 2 ) ( + ( * v2 2 ) ( + ( * v3 16 ) v4 ) ) ) 2 ) 0 ) 2 ) ( - ( * ( + ( * v2 2 ) ( + ( * v3 16 ) v4 ) ) 2 ) 2 ) ) ) ( >= ( - ( + ( * ( + ( * 0 2 ) ( + ( * v2 2 ) ( + ( * v3 16 ) v4 ) ) ) 2 ) 3 ) 2 ) ( - ( + ( * ( + ( * v2 2 ) ( + ( * v3 16 ) v4 ) ) 2 ) 3 ) 2 ) ) ) ( <= ( + ( * v5 2 ) v6 ) ( + ( * v5 2 ) v6 ) ) ) ( >= ( + ( * v5 2 ) v6 ) ( + ( * v5 2 ) v6 ) ) ),1/0,true,1,-1,3,247,28,0.00096565,Goal 1 Matched,
6,( == ( * ( + ( * v0 2 ) v1 ) 4 ) ( - ( + ( * ( + ( * v0 2 ) v1 ) 4 ) 8 ) 1 ) ),1/0,true,0,-1,7,1368,849,0.009031572,Goal 0 Matched,
7,( && ( && ( && ( && ( && ( && 1 ( <= v0 v0 ) ) ( >= v0 v0 ) ) ( <= ( + 0 ( + ( * v1 32 ) v2 ) ) ( + ( * v1 32 ) v2 ) ) ) ( >= ( + 3 ( + ( + ( * v1 32 ) v2 ) 28 ) ) ( + ( + ( * v1 32 ) 31 ) v2 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) ),1/0,true,1,-1,4,581,59,0.001590564,Goal 1 Matched,
8,( == ( min ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) ( + v2 3 ) ) ( min ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) ( + v2 3 ) ) ),1/0,true,1,-1,1,49,0,0.0001154,Goal 1 Matched,
9,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * v0 4 ) v1 ) 0 ) ( + ( + ( * v0 4 ) 0 ) v1 ) ) ) ( >= ( + ( + ( * v0 4 ) v1 ) 3 ) ( + ( + ( * v0 4 ) ( - ( + 4 0 ) 1 ) ) v1 ) ) ) ( <= ( + ( + ( min ( * v2 8 ) 117 ) v3 ) v4 ) ( + ( + ( min ( * v2 8 ) 117 ) v3 ) v4 ) ) ) ( >= ( + ( + ( min ( * v2 8 ) 117 ) v3 ) v4 ) ( + ( + ( min ( * v2 8 ) 117 ) v3 ) v4 ) ) ) ( <= v5 v5 ) ) ( >= v5 v5 ) ),1/0,true,1,-1,3,278,35,0.0007759290000000001,Goal 1 Matched,
10,( == ( max ( + v0 v1 ) ( + ( + ( * v2 8 ) ( + ( * v3 126 ) v4 ) ) 80 ) ) ( max ( + v0 v1 ) ( + ( + ( * v2 8 ) ( + ( * v3 126 ) v4 ) ) 80 ) ) ),1/0,true,1,-1,1,31,0,0.000085489,Goal 1 Matched,
